DateKey,Date,Day,WeekNo,Month,ShortMonth,Month_no,quarter,year
20210624,2021-06-24,Thursday,26,June,Jun,6,2,2021
20210625,2021-06-25,Friday,26,June,Jun,6,2,2021
20210626,2021-06-26,Saturday,26,June,Jun,6,2,2021
20210627,2021-06-27,Sunday,27,June,Jun,6,2,2021
20210628,2021-06-28,Monday,27,June,Jun,6,2,2021
20210629,2021-06-29,Tuesday,27,June,Jun,6,2,2021
20210630,2021-06-30,Wednesday,27,June,Jun,6,2,2021
20210701,2021-07-01,Thursday,27,July,Jul,7,3,2021
20210702,2021-07-02,Friday,27,July,Jul,7,3,2021
20210703,2021-07-03,Saturday,27,July,Jul,7,3,2021
20210704,2021-07-04,Sunday,28,July,Jul,7,3,2021
20210705,2021-07-05,Monday,28,July,Jul,7,3,2021
20210706,2021-07-06,Tuesday,28,July,Jul,7,3,2021
20210707,2021-07-07,Wednesday,28,July,Jul,7,3,2021
20210708,2021-07-08,Thursday,28,July,Jul,7,3,2021
20210709,2021-07-09,Friday,28,July,Jul,7,3,2021
20210710,2021-07-10,Saturday,28,July,Jul,7,3,2021
20210711,2021-07-11,Sunday,29,July,Jul,7,3,2021
20210712,2021-07-12,Monday,29,July,Jul,7,3,2021
20210713,2021-07-13,Tuesday,29,July,Jul,7,3,2021
20210714,2021-07-14,Wednesday,29,July,Jul,7,3,2021
20210715,2021-07-15,Thursday,29,July,Jul,7,3,2021
20210716,2021-07-16,Friday,29,July,Jul,7,3,2021
20210717,2021-07-17,Saturday,29,July,Jul,7,3,2021
20210718,2021-07-18,Sunday,30,July,Jul,7,3,2021
20210719,2021-07-19,Monday,30,July,Jul,7,3,2021
20210720,2021-07-20,Tuesday,30,July,Jul,7,3,2021
20210721,2021-07-21,Wednesday,30,July,Jul,7,3,2021
20210722,2021-07-22,Thursday,30,July,Jul,7,3,2021
20210723,2021-07-23,Friday,30,July,Jul,7,3,2021
20210724,2021-07-24,Saturday,30,July,Jul,7,3,2021
20210725,2021-07-25,Sunday,31,July,Jul,7,3,2021
20210726,2021-07-26,Monday,31,July,Jul,7,3,2021
20210727,2021-07-27,Tuesday,31,July,Jul,7,3,2021
20210728,2021-07-28,Wednesday,31,July,Jul,7,3,2021
20210729,2021-07-29,Thursday,31,July,Jul,7,3,2021
20210730,2021-07-30,Friday,31,July,Jul,7,3,2021
20210731,2021-07-31,Saturday,31,July,Jul,7,3,2021
20210801,2021-08-01,Sunday,32,August,Aug,8,3,2021
20210802,2021-08-02,Monday,32,August,Aug,8,3,2021
20210803,2021-08-03,Tuesday,32,August,Aug,8,3,2021
20210804,2021-08-04,Wednesday,32,August,Aug,8,3,2021
20210805,2021-08-05,Thursday,32,August,Aug,8,3,2021
20210806,2021-08-06,Friday,32,August,Aug,8,3,2021
20210807,2021-08-07,Saturday,32,August,Aug,8,3,2021
20210808,2021-08-08,Sunday,33,August,Aug,8,3,2021
20210809,2021-08-09,Monday,33,August,Aug,8,3,2021
20210810,2021-08-10,Tuesday,33,August,Aug,8,3,2021
20210811,2021-08-11,Wednesday,33,August,Aug,8,3,2021
20210812,2021-08-12,Thursday,33,August,Aug,8,3,2021
20210813,2021-08-13,Friday,33,August,Aug,8,3,2021
20210814,2021-08-14,Saturday,33,August,Aug,8,3,2021
20210815,2021-08-15,Sunday,34,August,Aug,8,3,2021
20210816,2021-08-16,Monday,34,August,Aug,8,3,2021
20210817,2021-08-17,Tuesday,34,August,Aug,8,3,2021
20210818,2021-08-18,Wednesday,34,August,Aug,8,3,2021
20210819,2021-08-19,Thursday,34,August,Aug,8,3,2021
20210820,2021-08-20,Friday,34,August,Aug,8,3,2021
20210821,2021-08-21,Saturday,34,August,Aug,8,3,2021
20210822,2021-08-22,Sunday,35,August,Aug,8,3,2021
20210823,2021-08-23,Monday,35,August,Aug,8,3,2021
20210824,2021-08-24,Tuesday,35,August,Aug,8,3,2021
20210825,2021-08-25,Wednesday,35,August,Aug,8,3,2021
20210826,2021-08-26,Thursday,35,August,Aug,8,3,2021
20210827,2021-08-27,Friday,35,August,Aug,8,3,2021
20210828,2021-08-28,Saturday,35,August,Aug,8,3,2021
20210829,2021-08-29,Sunday,36,August,Aug,8,3,2021
20210830,2021-08-30,Monday,36,August,Aug,8,3,2021
20210831,2021-08-31,Tuesday,36,August,Aug,8,3,2021
20210901,2021-09-01,Wednesday,36,September,Sep,9,3,2021
20210902,2021-09-02,Thursday,36,September,Sep,9,3,2021
20210903,2021-09-03,Friday,36,September,Sep,9,3,2021
20210904,2021-09-04,Saturday,36,September,Sep,9,3,2021
20210905,2021-09-05,Sunday,37,September,Sep,9,3,2021
20210906,2021-09-06,Monday,37,September,Sep,9,3,2021
20210907,2021-09-07,Tuesday,37,September,Sep,9,3,2021
20210908,2021-09-08,Wednesday,37,September,Sep,9,3,2021
20210909,2021-09-09,Thursday,37,September,Sep,9,3,2021
20210910,2021-09-10,Friday,37,September,Sep,9,3,2021
20210911,2021-09-11,Saturday,37,September,Sep,9,3,2021
20210912,2021-09-12,Sunday,38,September,Sep,9,3,2021
20210913,2021-09-13,Monday,38,September,Sep,9,3,2021
20210914,2021-09-14,Tuesday,38,September,Sep,9,3,2021
20210915,2021-09-15,Wednesday,38,September,Sep,9,3,2021
20210916,2021-09-16,Thursday,38,September,Sep,9,3,2021
20210917,2021-09-17,Friday,38,September,Sep,9,3,2021
20210918,2021-09-18,Saturday,38,September,Sep,9,3,2021
20210919,2021-09-19,Sunday,39,September,Sep,9,3,2021
20210920,2021-09-20,Monday,39,September,Sep,9,3,2021
20210921,2021-09-21,Tuesday,39,September,Sep,9,3,2021
20210922,2021-09-22,Wednesday,39,September,Sep,9,3,2021
20210923,2021-09-23,Thursday,39,September,Sep,9,3,2021
20210924,2021-09-24,Friday,39,September,Sep,9,3,2021
20210925,2021-09-25,Saturday,39,September,Sep,9,3,2021
20210926,2021-09-26,Sunday,40,September,Sep,9,3,2021
20210927,2021-09-27,Monday,40,September,Sep,9,3,2021
20210928,2021-09-28,Tuesday,40,September,Sep,9,3,2021
20210929,2021-09-29,Wednesday,40,September,Sep,9,3,2021
20210930,2021-09-30,Thursday,40,September,Sep,9,3,2021
20211001,2021-10-01,Friday,40,October,Oct,10,4,2021
20211002,2021-10-02,Saturday,40,October,Oct,10,4,2021
20211003,2021-10-03,Sunday,41,October,Oct,10,4,2021
20211004,2021-10-04,Monday,41,October,Oct,10,4,2021
20211005,2021-10-05,Tuesday,41,October,Oct,10,4,2021
20211006,2021-10-06,Wednesday,41,October,Oct,10,4,2021
20211007,2021-10-07,Thursday,41,October,Oct,10,4,2021
20211008,2021-10-08,Friday,41,October,Oct,10,4,2021
20211009,2021-10-09,Saturday,41,October,Oct,10,4,2021
20211010,2021-10-10,Sunday,42,October,Oct,10,4,2021
20211011,2021-10-11,Monday,42,October,Oct,10,4,2021
20211012,2021-10-12,Tuesday,42,October,Oct,10,4,2021
20211013,2021-10-13,Wednesday,42,October,Oct,10,4,2021
20211014,2021-10-14,Thursday,42,October,Oct,10,4,2021
20211015,2021-10-15,Friday,42,October,Oct,10,4,2021
20211016,2021-10-16,Saturday,42,October,Oct,10,4,2021
20211017,2021-10-17,Sunday,43,October,Oct,10,4,2021
20211018,2021-10-18,Monday,43,October,Oct,10,4,2021
20211019,2021-10-19,Tuesday,43,October,Oct,10,4,2021
20211020,2021-10-20,Wednesday,43,October,Oct,10,4,2021
20211021,2021-10-21,Thursday,43,October,Oct,10,4,2021
20211022,2021-10-22,Friday,43,October,Oct,10,4,2021
20211023,2021-10-23,Saturday,43,October,Oct,10,4,2021
20211024,2021-10-24,Sunday,44,October,Oct,10,4,2021
20211025,2021-10-25,Monday,44,October,Oct,10,4,2021
20211026,2021-10-26,Tuesday,44,October,Oct,10,4,2021
20211027,2021-10-27,Wednesday,44,October,Oct,10,4,2021
20211028,2021-10-28,Thursday,44,October,Oct,10,4,2021
20211029,2021-10-29,Friday,44,October,Oct,10,4,2021
20211030,2021-10-30,Saturday,44,October,Oct,10,4,2021
20211031,2021-10-31,Sunday,45,October,Oct,10,4,2021
20211101,2021-11-01,Monday,45,November,Nov,11,4,2021
20211102,2021-11-02,Tuesday,45,November,Nov,11,4,2021
20211103,2021-11-03,Wednesday,45,November,Nov,11,4,2021
20211104,2021-11-04,Thursday,45,November,Nov,11,4,2021
20211105,2021-11-05,Friday,45,November,Nov,11,4,2021
20211106,2021-11-06,Saturday,45,November,Nov,11,4,2021
20211107,2021-11-07,Sunday,46,November,Nov,11,4,2021
20211108,2021-11-08,Monday,46,November,Nov,11,4,2021
20211109,2021-11-09,Tuesday,46,November,Nov,11,4,2021
20211110,2021-11-10,Wednesday,46,November,Nov,11,4,2021
20211111,2021-11-11,Thursday,46,November,Nov,11,4,2021
20211112,2021-11-12,Friday,46,November,Nov,11,4,2021
20211113,2021-11-13,Saturday,46,November,Nov,11,4,2021
20211114,2021-11-14,Sunday,47,November,Nov,11,4,2021
20211115,2021-11-15,Monday,47,November,Nov,11,4,2021
20211116,2021-11-16,Tuesday,47,November,Nov,11,4,2021
20211117,2021-11-17,Wednesday,47,November,Nov,11,4,2021
20211118,2021-11-18,Thursday,47,November,Nov,11,4,2021
20211119,2021-11-19,Friday,47,November,Nov,11,4,2021
20211120,2021-11-20,Saturday,47,November,Nov,11,4,2021
20211121,2021-11-21,Sunday,48,November,Nov,11,4,2021
20211122,2021-11-22,Monday,48,November,Nov,11,4,2021
20211123,2021-11-23,Tuesday,48,November,Nov,11,4,2021
20211124,2021-11-24,Wednesday,48,November,Nov,11,4,2021
20211125,2021-11-25,Thursday,48,November,Nov,11,4,2021
20211126,2021-11-26,Friday,48,November,Nov,11,4,2021
20211127,2021-11-27,Saturday,48,November,Nov,11,4,2021
20211128,2021-11-28,Sunday,49,November,Nov,11,4,2021
20211129,2021-11-29,Monday,49,November,Nov,11,4,2021
20211130,2021-11-30,Tuesday,49,November,Nov,11,4,2021
20211201,2021-12-01,Wednesday,49,December,Dec,12,4,2021
20211202,2021-12-02,Thursday,49,December,Dec,12,4,2021
20211203,2021-12-03,Friday,49,December,Dec,12,4,2021
20211204,2021-12-04,Saturday,49,December,Dec,12,4,2021
20211205,2021-12-05,Sunday,50,December,Dec,12,4,2021
20211206,2021-12-06,Monday,50,December,Dec,12,4,2021
20211207,2021-12-07,Tuesday,50,December,Dec,12,4,2021
20211208,2021-12-08,Wednesday,50,December,Dec,12,4,2021
20211209,2021-12-09,Thursday,50,December,Dec,12,4,2021
20211210,2021-12-10,Friday,50,December,Dec,12,4,2021
20211211,2021-12-11,Saturday,50,December,Dec,12,4,2021
20211212,2021-12-12,Sunday,51,December,Dec,12,4,2021
20211213,2021-12-13,Monday,51,December,Dec,12,4,2021
20211214,2021-12-14,Tuesday,51,December,Dec,12,4,2021
20211215,2021-12-15,Wednesday,51,December,Dec,12,4,2021
20211216,2021-12-16,Thursday,51,December,Dec,12,4,2021
20211217,2021-12-17,Friday,51,December,Dec,12,4,2021
20211218,2021-12-18,Saturday,51,December,Dec,12,4,2021
20211219,2021-12-19,Sunday,52,December,Dec,12,4,2021
20211220,2021-12-20,Monday,52,December,Dec,12,4,2021
20211221,2021-12-21,Tuesday,52,December,Dec,12,4,2021
20211222,2021-12-22,Wednesday,52,December,Dec,12,4,2021
20211223,2021-12-23,Thursday,52,December,Dec,12,4,2021
20211224,2021-12-24,Friday,52,December,Dec,12,4,2021
20211225,2021-12-25,Saturday,52,December,Dec,12,4,2021
20211226,2021-12-26,Sunday,53,December,Dec,12,4,2021
20211227,2021-12-27,Monday,53,December,Dec,12,4,2021
20211228,2021-12-28,Tuesday,53,December,Dec,12,4,2021
20211229,2021-12-29,Wednesday,53,December,Dec,12,4,2021
20211230,2021-12-30,Thursday,53,December,Dec,12,4,2021
20211231,2021-12-31,Friday,53,December,Dec,12,4,2021
20220101,2022-01-01,Saturday,1,January,Jan,1,1,2022
20220102,2022-01-02,Sunday,2,January,Jan,1,1,2022
20220103,2022-01-03,Monday,2,January,Jan,1,1,2022
20220104,2022-01-04,Tuesday,2,January,Jan,1,1,2022
20220105,2022-01-05,Wednesday,2,January,Jan,1,1,2022
20220106,2022-01-06,Thursday,2,January,Jan,1,1,2022
20220107,2022-01-07,Friday,2,January,Jan,1,1,2022
20220108,2022-01-08,Saturday,2,January,Jan,1,1,2022
20220109,2022-01-09,Sunday,3,January,Jan,1,1,2022
20220110,2022-01-10,Monday,3,January,Jan,1,1,2022
20220111,2022-01-11,Tuesday,3,January,Jan,1,1,2022
20220112,2022-01-12,Wednesday,3,January,Jan,1,1,2022
20220113,2022-01-13,Thursday,3,January,Jan,1,1,2022
20220114,2022-01-14,Friday,3,January,Jan,1,1,2022
20220115,2022-01-15,Saturday,3,January,Jan,1,1,2022
20220116,2022-01-16,Sunday,4,January,Jan,1,1,2022
20220117,2022-01-17,Monday,4,January,Jan,1,1,2022
20220118,2022-01-18,Tuesday,4,January,Jan,1,1,2022
20220119,2022-01-19,Wednesday,4,January,Jan,1,1,2022
20220120,2022-01-20,Thursday,4,January,Jan,1,1,2022
20220121,2022-01-21,Friday,4,January,Jan,1,1,2022
20220122,2022-01-22,Saturday,4,January,Jan,1,1,2022
20220123,2022-01-23,Sunday,5,January,Jan,1,1,2022
20220124,2022-01-24,Monday,5,January,Jan,1,1,2022
20220125,2022-01-25,Tuesday,5,January,Jan,1,1,2022
20220126,2022-01-26,Wednesday,5,January,Jan,1,1,2022
20220127,2022-01-27,Thursday,5,January,Jan,1,1,2022
20220128,2022-01-28,Friday,5,January,Jan,1,1,2022
20220129,2022-01-29,Saturday,5,January,Jan,1,1,2022
20220130,2022-01-30,Sunday,6,January,Jan,1,1,2022
20220131,2022-01-31,Monday,6,January,Jan,1,1,2022
20220201,2022-02-01,Tuesday,6,February,Feb,2,1,2022
20220202,2022-02-02,Wednesday,6,February,Feb,2,1,2022
20220203,2022-02-03,Thursday,6,February,Feb,2,1,2022
20220204,2022-02-04,Friday,6,February,Feb,2,1,2022
20220205,2022-02-05,Saturday,6,February,Feb,2,1,2022
20220206,2022-02-06,Sunday,7,February,Feb,2,1,2022
20220207,2022-02-07,Monday,7,February,Feb,2,1,2022
20220208,2022-02-08,Tuesday,7,February,Feb,2,1,2022
20220209,2022-02-09,Wednesday,7,February,Feb,2,1,2022
20220210,2022-02-10,Thursday,7,February,Feb,2,1,2022
20220211,2022-02-11,Friday,7,February,Feb,2,1,2022
20220212,2022-02-12,Saturday,7,February,Feb,2,1,2022
20220213,2022-02-13,Sunday,8,February,Feb,2,1,2022
20220214,2022-02-14,Monday,8,February,Feb,2,1,2022
20220215,2022-02-15,Tuesday,8,February,Feb,2,1,2022
20220216,2022-02-16,Wednesday,8,February,Feb,2,1,2022
20220217,2022-02-17,Thursday,8,February,Feb,2,1,2022
20220218,2022-02-18,Friday,8,February,Feb,2,1,2022
20220219,2022-02-19,Saturday,8,February,Feb,2,1,2022
20220220,2022-02-20,Sunday,9,February,Feb,2,1,2022
20220221,2022-02-21,Monday,9,February,Feb,2,1,2022
20220222,2022-02-22,Tuesday,9,February,Feb,2,1,2022
20220223,2022-02-23,Wednesday,9,February,Feb,2,1,2022
20220224,2022-02-24,Thursday,9,February,Feb,2,1,2022
20220225,2022-02-25,Friday,9,February,Feb,2,1,2022
20220226,2022-02-26,Saturday,9,February,Feb,2,1,2022
20220227,2022-02-27,Sunday,10,February,Feb,2,1,2022
20220228,2022-02-28,Monday,10,February,Feb,2,1,2022
20220301,2022-03-01,Tuesday,10,March,Mar,3,1,2022
20220302,2022-03-02,Wednesday,10,March,Mar,3,1,2022
20220303,2022-03-03,Thursday,10,March,Mar,3,1,2022
20220304,2022-03-04,Friday,10,March,Mar,3,1,2022
20220305,2022-03-05,Saturday,10,March,Mar,3,1,2022
20220306,2022-03-06,Sunday,11,March,Mar,3,1,2022
20220307,2022-03-07,Monday,11,March,Mar,3,1,2022
20220308,2022-03-08,Tuesday,11,March,Mar,3,1,2022
20220309,2022-03-09,Wednesday,11,March,Mar,3,1,2022
20220310,2022-03-10,Thursday,11,March,Mar,3,1,2022
20220311,2022-03-11,Friday,11,March,Mar,3,1,2022
20220312,2022-03-12,Saturday,11,March,Mar,3,1,2022
20220313,2022-03-13,Sunday,12,March,Mar,3,1,2022
20220314,2022-03-14,Monday,12,March,Mar,3,1,2022
20220315,2022-03-15,Tuesday,12,March,Mar,3,1,2022
20220316,2022-03-16,Wednesday,12,March,Mar,3,1,2022
20220317,2022-03-17,Thursday,12,March,Mar,3,1,2022
20220318,2022-03-18,Friday,12,March,Mar,3,1,2022
20220319,2022-03-19,Saturday,12,March,Mar,3,1,2022
20220320,2022-03-20,Sunday,13,March,Mar,3,1,2022
20220321,2022-03-21,Monday,13,March,Mar,3,1,2022
20220322,2022-03-22,Tuesday,13,March,Mar,3,1,2022
20220323,2022-03-23,Wednesday,13,March,Mar,3,1,2022
20220324,2022-03-24,Thursday,13,March,Mar,3,1,2022
20220325,2022-03-25,Friday,13,March,Mar,3,1,2022
20220326,2022-03-26,Saturday,13,March,Mar,3,1,2022
20220327,2022-03-27,Sunday,14,March,Mar,3,1,2022
20220328,2022-03-28,Monday,14,March,Mar,3,1,2022
20220329,2022-03-29,Tuesday,14,March,Mar,3,1,2022
20220330,2022-03-30,Wednesday,14,March,Mar,3,1,2022
20220331,2022-03-31,Thursday,14,March,Mar,3,1,2022
20220401,2022-04-01,Friday,14,April,Apr,4,2,2022
20220402,2022-04-02,Saturday,14,April,Apr,4,2,2022
20220403,2022-04-03,Sunday,15,April,Apr,4,2,2022
20220404,2022-04-04,Monday,15,April,Apr,4,2,2022
20220405,2022-04-05,Tuesday,15,April,Apr,4,2,2022
20220406,2022-04-06,Wednesday,15,April,Apr,4,2,2022
20220407,2022-04-07,Thursday,15,April,Apr,4,2,2022
20220408,2022-04-08,Friday,15,April,Apr,4,2,2022
20220409,2022-04-09,Saturday,15,April,Apr,4,2,2022
20220410,2022-04-10,Sunday,16,April,Apr,4,2,2022
20220411,2022-04-11,Monday,16,April,Apr,4,2,2022
20220412,2022-04-12,Tuesday,16,April,Apr,4,2,2022
20220413,2022-04-13,Wednesday,16,April,Apr,4,2,2022
20220414,2022-04-14,Thursday,16,April,Apr,4,2,2022
20220415,2022-04-15,Friday,16,April,Apr,4,2,2022
20220416,2022-04-16,Saturday,16,April,Apr,4,2,2022
20220417,2022-04-17,Sunday,17,April,Apr,4,2,2022
20220418,2022-04-18,Monday,17,April,Apr,4,2,2022
20220419,2022-04-19,Tuesday,17,April,Apr,4,2,2022
20220420,2022-04-20,Wednesday,17,April,Apr,4,2,2022
20220421,2022-04-21,Thursday,17,April,Apr,4,2,2022
20220422,2022-04-22,Friday,17,April,Apr,4,2,2022
20220423,2022-04-23,Saturday,17,April,Apr,4,2,2022
20220424,2022-04-24,Sunday,18,April,Apr,4,2,2022
20220425,2022-04-25,Monday,18,April,Apr,4,2,2022
20220426,2022-04-26,Tuesday,18,April,Apr,4,2,2022
20220427,2022-04-27,Wednesday,18,April,Apr,4,2,2022
20220428,2022-04-28,Thursday,18,April,Apr,4,2,2022
20220429,2022-04-29,Friday,18,April,Apr,4,2,2022
20220430,2022-04-30,Saturday,18,April,Apr,4,2,2022
20220501,2022-05-01,Sunday,19,May,May,5,2,2022
20220502,2022-05-02,Monday,19,May,May,5,2,2022
20220503,2022-05-03,Tuesday,19,May,May,5,2,2022
20220504,2022-05-04,Wednesday,19,May,May,5,2,2022
20220505,2022-05-05,Thursday,19,May,May,5,2,2022
20220506,2022-05-06,Friday,19,May,May,5,2,2022
20220507,2022-05-07,Saturday,19,May,May,5,2,2022
20220508,2022-05-08,Sunday,20,May,May,5,2,2022
20220509,2022-05-09,Monday,20,May,May,5,2,2022
20220510,2022-05-10,Tuesday,20,May,May,5,2,2022
20220511,2022-05-11,Wednesday,20,May,May,5,2,2022
20220512,2022-05-12,Thursday,20,May,May,5,2,2022
20220513,2022-05-13,Friday,20,May,May,5,2,2022
20220514,2022-05-14,Saturday,20,May,May,5,2,2022
20220515,2022-05-15,Sunday,21,May,May,5,2,2022
20220516,2022-05-16,Monday,21,May,May,5,2,2022
20220517,2022-05-17,Tuesday,21,May,May,5,2,2022
20220518,2022-05-18,Wednesday,21,May,May,5,2,2022
20220519,2022-05-19,Thursday,21,May,May,5,2,2022
20220520,2022-05-20,Friday,21,May,May,5,2,2022
20220521,2022-05-21,Saturday,21,May,May,5,2,2022
20220522,2022-05-22,Sunday,22,May,May,5,2,2022
20220523,2022-05-23,Monday,22,May,May,5,2,2022
20220524,2022-05-24,Tuesday,22,May,May,5,2,2022
20220525,2022-05-25,Wednesday,22,May,May,5,2,2022
20220526,2022-05-26,Thursday,22,May,May,5,2,2022
20220527,2022-05-27,Friday,22,May,May,5,2,2022
20220528,2022-05-28,Saturday,22,May,May,5,2,2022
20220529,2022-05-29,Sunday,23,May,May,5,2,2022
20220530,2022-05-30,Monday,23,May,May,5,2,2022
20220531,2022-05-31,Tuesday,23,May,May,5,2,2022
20220601,2022-06-01,Wednesday,23,June,Jun,6,2,2022
20220602,2022-06-02,Thursday,23,June,Jun,6,2,2022
20220603,2022-06-03,Friday,23,June,Jun,6,2,2022
20220604,2022-06-04,Saturday,23,June,Jun,6,2,2022
20220605,2022-06-05,Sunday,24,June,Jun,6,2,2022
20220606,2022-06-06,Monday,24,June,Jun,6,2,2022
20220607,2022-06-07,Tuesday,24,June,Jun,6,2,2022
20220608,2022-06-08,Wednesday,24,June,Jun,6,2,2022
20220609,2022-06-09,Thursday,24,June,Jun,6,2,2022
20220610,2022-06-10,Friday,24,June,Jun,6,2,2022
20220611,2022-06-11,Saturday,24,June,Jun,6,2,2022
20220612,2022-06-12,Sunday,25,June,Jun,6,2,2022
20220613,2022-06-13,Monday,25,June,Jun,6,2,2022
20220614,2022-06-14,Tuesday,25,June,Jun,6,2,2022
20220615,2022-06-15,Wednesday,25,June,Jun,6,2,2022
20220616,2022-06-16,Thursday,25,June,Jun,6,2,2022
20220617,2022-06-17,Friday,25,June,Jun,6,2,2022
20220618,2022-06-18,Saturday,25,June,Jun,6,2,2022
20220619,2022-06-19,Sunday,26,June,Jun,6,2,2022
20220620,2022-06-20,Monday,26,June,Jun,6,2,2022
20220621,2022-06-21,Tuesday,26,June,Jun,6,2,2022
20220622,2022-06-22,Wednesday,26,June,Jun,6,2,2022
20220623,2022-06-23,Thursday,26,June,Jun,6,2,2022
20220624,2022-06-24,Friday,26,June,Jun,6,2,2022
20220625,2022-06-25,Saturday,26,June,Jun,6,2,2022
20220626,2022-06-26,Sunday,27,June,Jun,6,2,2022
20220627,2022-06-27,Monday,27,June,Jun,6,2,2022
20220628,2022-06-28,Tuesday,27,June,Jun,6,2,2022
20220629,2022-06-29,Wednesday,27,June,Jun,6,2,2022
20220630,2022-06-30,Thursday,27,June,Jun,6,2,2022
20220701,2022-07-01,Friday,27,July,Jul,7,3,2022
20220702,2022-07-02,Saturday,27,July,Jul,7,3,2022
20220703,2022-07-03,Sunday,28,July,Jul,7,3,2022
20220704,2022-07-04,Monday,28,July,Jul,7,3,2022
20220705,2022-07-05,Tuesday,28,July,Jul,7,3,2022
20220706,2022-07-06,Wednesday,28,July,Jul,7,3,2022
20220707,2022-07-07,Thursday,28,July,Jul,7,3,2022
20220708,2022-07-08,Friday,28,July,Jul,7,3,2022
20220709,2022-07-09,Saturday,28,July,Jul,7,3,2022
20220710,2022-07-10,Sunday,29,July,Jul,7,3,2022
20220711,2022-07-11,Monday,29,July,Jul,7,3,2022
20220712,2022-07-12,Tuesday,29,July,Jul,7,3,2022
20220713,2022-07-13,Wednesday,29,July,Jul,7,3,2022
20220714,2022-07-14,Thursday,29,July,Jul,7,3,2022
20220715,2022-07-15,Friday,29,July,Jul,7,3,2022
20220716,2022-07-16,Saturday,29,July,Jul,7,3,2022
20220717,2022-07-17,Sunday,30,July,Jul,7,3,2022
20220718,2022-07-18,Monday,30,July,Jul,7,3,2022
20220719,2022-07-19,Tuesday,30,July,Jul,7,3,2022
20220720,2022-07-20,Wednesday,30,July,Jul,7,3,2022
20220721,2022-07-21,Thursday,30,July,Jul,7,3,2022
20220722,2022-07-22,Friday,30,July,Jul,7,3,2022
20220723,2022-07-23,Saturday,30,July,Jul,7,3,2022
20220724,2022-07-24,Sunday,31,July,Jul,7,3,2022
20220725,2022-07-25,Monday,31,July,Jul,7,3,2022
20220726,2022-07-26,Tuesday,31,July,Jul,7,3,2022
20220727,2022-07-27,Wednesday,31,July,Jul,7,3,2022
20220728,2022-07-28,Thursday,31,July,Jul,7,3,2022
20220729,2022-07-29,Friday,31,July,Jul,7,3,2022
20220730,2022-07-30,Saturday,31,July,Jul,7,3,2022
20220731,2022-07-31,Sunday,32,July,Jul,7,3,2022
20220801,2022-08-01,Monday,32,August,Aug,8,3,2022
20220802,2022-08-02,Tuesday,32,August,Aug,8,3,2022
20220803,2022-08-03,Wednesday,32,August,Aug,8,3,2022
20220804,2022-08-04,Thursday,32,August,Aug,8,3,2022
20220805,2022-08-05,Friday,32,August,Aug,8,3,2022
20220806,2022-08-06,Saturday,32,August,Aug,8,3,2022
20220807,2022-08-07,Sunday,33,August,Aug,8,3,2022
20220808,2022-08-08,Monday,33,August,Aug,8,3,2022
20220809,2022-08-09,Tuesday,33,August,Aug,8,3,2022
20220810,2022-08-10,Wednesday,33,August,Aug,8,3,2022
20220811,2022-08-11,Thursday,33,August,Aug,8,3,2022
20220812,2022-08-12,Friday,33,August,Aug,8,3,2022
20220813,2022-08-13,Saturday,33,August,Aug,8,3,2022
20220814,2022-08-14,Sunday,34,August,Aug,8,3,2022
20220815,2022-08-15,Monday,34,August,Aug,8,3,2022
20220816,2022-08-16,Tuesday,34,August,Aug,8,3,2022
20220817,2022-08-17,Wednesday,34,August,Aug,8,3,2022
20220818,2022-08-18,Thursday,34,August,Aug,8,3,2022
20220819,2022-08-19,Friday,34,August,Aug,8,3,2022
20220820,2022-08-20,Saturday,34,August,Aug,8,3,2022
20220821,2022-08-21,Sunday,35,August,Aug,8,3,2022
20220822,2022-08-22,Monday,35,August,Aug,8,3,2022
20220823,2022-08-23,Tuesday,35,August,Aug,8,3,2022
20220824,2022-08-24,Wednesday,35,August,Aug,8,3,2022
20220825,2022-08-25,Thursday,35,August,Aug,8,3,2022
20220826,2022-08-26,Friday,35,August,Aug,8,3,2022
20220827,2022-08-27,Saturday,35,August,Aug,8,3,2022
20220828,2022-08-28,Sunday,36,August,Aug,8,3,2022
20220829,2022-08-29,Monday,36,August,Aug,8,3,2022
20220830,2022-08-30,Tuesday,36,August,Aug,8,3,2022
20220831,2022-08-31,Wednesday,36,August,Aug,8,3,2022
20220901,2022-09-01,Thursday,36,September,Sep,9,3,2022
20220902,2022-09-02,Friday,36,September,Sep,9,3,2022
20220903,2022-09-03,Saturday,36,September,Sep,9,3,2022
20220904,2022-09-04,Sunday,37,September,Sep,9,3,2022
20220905,2022-09-05,Monday,37,September,Sep,9,3,2022
20220906,2022-09-06,Tuesday,37,September,Sep,9,3,2022
20220907,2022-09-07,Wednesday,37,September,Sep,9,3,2022
20220908,2022-09-08,Thursday,37,September,Sep,9,3,2022
20220909,2022-09-09,Friday,37,September,Sep,9,3,2022
20220910,2022-09-10,Saturday,37,September,Sep,9,3,2022
20220911,2022-09-11,Sunday,38,September,Sep,9,3,2022
20220912,2022-09-12,Monday,38,September,Sep,9,3,2022
20220913,2022-09-13,Tuesday,38,September,Sep,9,3,2022
20220914,2022-09-14,Wednesday,38,September,Sep,9,3,2022
20220915,2022-09-15,Thursday,38,September,Sep,9,3,2022
20220916,2022-09-16,Friday,38,September,Sep,9,3,2022
20220917,2022-09-17,Saturday,38,September,Sep,9,3,2022
20220918,2022-09-18,Sunday,39,September,Sep,9,3,2022
